Date,AAPL,CVX,IBM,XOM,GS,BA,MON,TEVA,CME
2009-08-04,158.24,59.44,109.08,62.13,155.83,39.09,77.78,48.16,46.73
2009-08-05,157.81,58.92,108.05,61.63,159.11,39.35,78.25,47.02,46.74
2009-08-06,156.67,58.47,107.56,61.36,157.33,40.68,77.65,46.64,45.75
2009-08-07,158.2,58.68,109.34,61.14,154.4,41.73,77.14,46.38,47.9
2009-08-10,157.44,58.45,108.77,60.88,151.3,40.9,77.28,46.19,47.39
2009-08-11,155.64,57.36,107.93,60.32,150.22,40.56,77.49,46.16,46.23
2009-08-12,158.01,58.02,109.31,61.19,154.5,41.41,76.33,46.43,47.24
2009-08-13,160.98,57.86,109.57,60.87,155.18,41.66,77.78,46.54,47.76
2009-08-14,159.41,57.94,108.65,60.39,153.53,40.1,75.2,46.09,47.07
2009-08-17,152.54,56.78,107.08,58.92,148.36,39.47,74.07,45.61,45.17
2009-08-18,156.75,57.08,107.79,58.87,151.41,39.13,74.93,45.55,45.06
2009-08-19,157.33,58.12,108.65,60.21,150.89,38.89,75.71,46.14,44.98
2009-08-20,158.98,58.51,109,60.73,153.16,39.98,76.35,46.36,45.55
2009-08-21,161.74,59.46,109.87,61.91,154.6,40.99,77.55,46.22,46.25
2009-08-24,161.59,60.34,109.34,63.13,153.72,42.12,77.49,46.83,44.9
2009-08-25,161.92,60.24,108.89,62.58,155.95,43.12,77.41,47.1,44.99
2009-08-26,160.01,60.62,109.47,63.19,156.91,42.74,77.74,46.32,46.28
2009-08-27,161.96,60.54,109.44,62.74,156.03,46.31,78.33,46.08,46.55
2009-08-28,162.54,60.27,108.33,62.08,155.46,45.61,76.83,46.45,47.84
2009-08-31,160.78,59.64,108.17,61.23,156.45,44.39,77.65,46.18,48.75
2009-09-01,158,58.39,106.93,60.57,151.44,43.59,75.85,45.82,46.76
2009-09-02,157.88,58.02,106.38,60.37,149.9,43.25,75.4,45.31,46.53
2009-09-03,159.19,58.27,106.6,60.44,152.85,43.31,75.51,45.19,45.47
2009-09-04,162.79,58.8,107.63,61.25,154.09,43.93,76.13,45.88,45.31
2009-09-08,165.29,60.1,107.36,62.55,158.11,44.24,77.2,46.08,45.86
2009-09-09,163.58,59.97,106.99,62.42,160.99,45.16,77.28,47,46.11
2009-09-10,164.94,60.93,107.82,62.55,165.34,45.12,73.41,47.24,46.37
2009-09-11,164.55,60.33,108.17,61.96,165.18,45.89,72.23,47.26,46.23
2009-09-14,166.04,60.58,108.93,61.98,168.03,45.55,72.28,46.35,46.76
2009-09-15,167.42,61.08,109.36,61.53,167.04,46.53,73.86,45.54,47.83
2009-09-16,173.83,61.78,111.63,62.28,170.07,46.79,73.41,46.09,49.05
2009-09-17,176.4,61.37,111.68,61.84,171.57,47.26,73.7,45.57,49.34
2009-09-18,176.85,61.94,111.89,61.97,173.2,47.38,73.98,46.53,51.14
2009-09-21,175.89,61.44,111.4,61.6,172.45,47.24,73.1,46.47,51.24
2009-09-22,176.33,61.93,111.43,61.83,175.41,47.49,72.96,45.68,52.36
2009-09-23,177.3,60.86,110.71,61.09,173.64,46.8,71.67,45.39,51.49
2009-09-24,175.7,60.3,110.82,61.03,173.09,46.28,71.18,45.51,50.2
2009-09-25,174.31,60.25,110.95,60.83,169.72,46.04,70.52,45.71,49.37
2009-09-28,177.93,61.14,109.34,61.62,172.56,47.43,71.29,46.28,52
2009-09-29,177.19,60.47,108.87,61.15,173.58,48.81,71.49,45.91,51.42
2009-09-30,177.16,60.06,109.6,60.75,174.31,48.39,71.65,45.34,51.85
2009-10-01,172.87,58.67,108.03,59.56,169.24,46.57,69.53,44.17,49.21
2009-10-02,176.73,58.1,109.06,58.95,169.82,45.94,69.36,44.91,49.26
2009-10-05,177.8,59.17,109.73,59.84,176.31,46.72,69.29,45.16,49.28
2009-10-06,181.61,60.17,111.2,60.79,176.79,46.73,70.01,45.68,48.38
2009-10-07,181.84,60.12,112.51,60.8,180.1,46.28,69.05,45.62,48.73
2009-10-08,180.91,60.93,112.06,61.14,177.92,46.74,69.64,46.07,48.33
2009-10-09,182.05,62.04,115.39,61.33,178.99,47.09,70.39,46.2,49.58
2009-10-12,182.38,62.82,116.41,62.09,179.79,46.17,70.86,46.09,50.1
2009-10-13,181.62,63.16,116.39,62.21,177.03,46.38,71.04,45.91,51.18
2009-10-14,182.84,64.35,117.61,63.61,181.8,46.93,72.08,46.1,51.69
2009-10-15,182.14,65.39,117.27,64.58,178.35,46.26,72.76,45.42,51.97
2009-10-16,179.74,65.5,111.46,64.74,174.33,47.54,71.34,45.11,52.63
2009-10-19,181.47,66.22,112.76,65.18,175.39,47.77,71.39,45.33,53.6
2009-10-20,189.98,65.68,112.54,64.65,174.88,46.37,70.13,45.98,53.5
2009-10-21,195.87,65.63,110.76,64.91,169.49,45.25,69.12,45.66,53.4
2009-10-22,196.13,65.91,112.42,65.91,173.68,45.64,69.84,45.4,53.42
2009-10-23,194.93,65.39,110.29,65.14,170.53,44.59,69.88,45.11,53.83
2009-10-26,193.53,64.34,110.06,64.84,169.6,43.16,65.67,44.81,54
2009-10-27,188.65,65.31,110.55,66.33,168.88,42.67,66.21,44.64,53.24
2009-10-28,183.9,64.71,111.33,65.38,162.78,42.2,65.56,44.2,51.82
2009-10-29,187.67,66.47,112.59,65.48,168.85,43.62,64.89,45.56,52.78
2009-10-30,180.17,65.27,110.52,63.46,160.9,42.72,62.41,45.27,50.91
2009-11-02,180.95,65.35,110.47,63.88,161.38,43.14,63.43,45.91,51.41
2009-11-03,180.41,65.4,111.02,63.52,162.26,42.99,63.07,45.28,50.73
2009-11-04,182.38,65.04,111.14,63.13,160.27,43.34,63.9,45.25,49.91
2009-11-05,185.46,65.86,112.8,64.19,163.95,44.87,64.52,46.29,51.51
2009-11-06,185.75,66.11,113.66,64.26,162.42,44.79,64.23,46.8,51.58
2009-11-09,192.56,66.22,115.97,64.88,166.95,46.3,65.03,47.86,52.78
2009-11-10,194.01,66.8,116.81,64.66,166.89,45.37,68.43,47.47,51.78
2009-11-11,194.27,66.95,117.07,64.93,170.05,45.69,69.58,47.28,52.7
2009-11-12,193.07,66.02,116.21,64.03,168.76,45.33,69.07,46.96,53.02
2009-11-13,195.42,66.46,116.92,64.54,167.13,45.69,68.35,47.03,52.78
2009-11-16,197.5,67.62,118.01,66.28,167.59,47.31,69.7,47.5,53.58
2009-11-17,197.85,67.79,118.4,66.82,166.98,47.36,71.83,47.33,54.18
2009-11-18,196.86,67.89,117.95,67.03,167.26,46.9,74.3,47.73,54.52
2009-11-19,191.65,66.53,117.39,66.48,163.41,46.37,73.92,47.71,54.16
2009-11-20,191.09,66.04,116.86,66.24,160.75,46.61,74.39,47.42,54.34
2009-11-23,196.78,67.73,118,67.41,162.63,47.45,74.21,48.06,54.45
2009-11-24,195.41,67.98,117.75,67.66,161.81,46.85,74.44,47.92,54.21
2009-11-25,195.17,68.51,117.15,68.1,159.72,47.72,75.12,47.82,55.29
2009-11-27,191.73,67.24,115.7,66.68,155.22,47.29,73.85,47.57,54.28
2009-11-30,191.08,67.13,116.3,66.85,160.76,47.25,75.01,47.49,55.22
2009-12-01,188.27,68.01,117.76,67.72,158.84,48.43,76.65,48.02,55.66
2009-12-02,187.56,67.72,117.09,67.5,157.92,48.49,77.59,48.52,55.24
2009-12-03,187.8,67.06,117.4,66.78,155.68,48.48,76.24,48.19,55.52
2009-12-04,184.78,67.16,117.13,66.12,158.47,49.3,77.51,48.58,55.62
2009-12-07,180.6,67.24,116.93,65.7,155.25,50.33,77.51,47.9,54.45
2009-12-08,181.48,66.03,116.71,64.97,153.35,50.18,76.36,47.17,53.94
2009-12-09,189.06,66.29,118.17,64.82,157.71,50.01,77.45,47.5,55
2009-12-10,187.75,66.6,119.05,64.48,157.98,49.6,77.47,47.79,55.36
2009-12-11,186.07,66.89,119.36,64.86,157.29,50.13,76.95,47.49,56.41
2009-12-14,188.28,66.46,119.59,62.06,157.39,50.53,77.19,48.12,56.22
2009-12-15,185.59,66.55,118.27,61.6,154.2,50.19,75.99,47.86,55.92
2009-12-16,186.41,67,118.47,60.94,156.33,49.7,76.16,47.7,55.8
2009-12-17,183.38,66.05,117.26,60.75,152.49,49.11,75,47.2,54.79
2009-12-18,186.8,66.15,117.73,60.74,154.63,48.18,74.8,47.59,54.78
2009-12-21,189.47,66.67,118.41,61.01,156.77,48.96,75.22,49.08,54.76
2009-12-22,191.51,66.66,119.59,61.07,155.96,49.68,75.57,50.19,55.27
2009-12-23,193.17,66.27,119.66,60.79,155.05,49.55,76.14,50.36,55.38
2009-12-24,199.8,66.61,120.18,61.15,155.37,50.02,76.53,50.32,55.91
2009-12-28,202.26,66.9,121.78,61.52,155.17,49.71,76.75,50.62,57.33
2009-12-29,199.86,66.42,121.36,61.31,155.51,49.78,76.47,49.92,57.13
2009-12-30,202.29,66.8,122.02,61.24,157.95,49.55,76.74,50.27,57.12
2009-12-31,201.42,66.23,120.48,60.73,159.98,48.8,75.94,50.54,56.72
2010-01-04,204.55,68.01,121.91,61.58,164,50.65,77.5,52.07,57.81
2010-01-05,204.91,68.49,120.44,61.82,166.9,52.31,79.21,51.33,57.76
2010-01-06,201.65,68.5,119.66,62.36,165.12,53.9,80.39,51.45,57.37
2010-01-07,201.28,68.24,119.24,62.16,168.35,56.08,80.1,51.13,57.44
2010-01-08,202.61,68.36,120.44,61.91,165.17,55.54,80.74,53.38,58.98
2010-01-11,200.83,69.57,119.18,62.61,162.56,54.88,79.21,53.05,58.96
2010-01-12,198.54,69.17,120.13,62.29,159.02,54.48,77.63,52.76,57.77
2010-01-13,201.34,68.65,119.87,62.04,160.2,55.14,78.23,53.03,57.95
2010-01-14,200.18,68.43,121.78,62.05,159.69,55.5,77.15,53.09,57.7
2010-01-15,196.83,68.15,121.29,61.55,156.54,54.83,75.63,52.42,56.94
2010-01-19,205.54,68.54,123.47,61.69,158.11,54.68,76.18,52.33,57.1
2010-01-20,202.37,67.23,119.89,60.58,158.99,54.27,75.87,52.55,55.71
2010-01-21,198.88,65.58,118.74,59.4,152.43,53.37,74.38,51.89,52.51
2010-01-22,189.01,64.16,115.51,58.87,146.03,52.08,72.58,50.99,52.7
2010-01-25,194.1,64.13,116.09,58.64,146.85,52.09,72.59,51.35,51.83
2010-01-26,196.84,63.78,115.74,58.71,142.96,52.03,72.57,51.26,48.32
2010-01-27,198.7,63.4,116.28,58.37,143.55,55.83,72.51,51.19,49.69
2010-01-28,190.48,63,113.9,57.85,145.25,56.4,72.07,51.04,49.05
2010-01-29,183.57,62.04,112.65,57.38,140.92,54.63,70.71,51.02,48.42
2010-02-01,186.13,63.29,114.75,58.94,145.1,55.63,72.04,50.97,49.17
2010-02-02,187.21,64.04,115.54,59.63,148.71,55.84,72.01,51.8,49.5
2010-02-03,190.43,62.98,115.66,59.31,148.98,55.79,72.25,51.98,49.32
2010-02-04,183.56,61.39,113.21,57.64,142.78,53.85,70.33,52.1,45.46
2010-02-05,186.82,61.23,113.69,57.71,146.07,53.01,71.51,51.06,47.41
2010-02-08,185.54,60.33,112.68,57.68,143.17,52.55,69.15,51.2,47.32
2010-02-09,187.52,61.34,113.91,58.44,144.49,54.23,70.56,51.36,47.81
2010-02-10,186.5,60.86,113.54,58.13,145.57,54.05,70.42,51.15,46.66
2010-02-11,189.89,61.7,114.39,58.48,145.97,55,70.6,52.44,48.13
2010-02-12,191.53,61.67,114.64,58.08,145.85,54.15,70.65,52.95,49.14
2010-02-16,194.41,63.39,115.78,59.41,149.14,55.61,72.02,52.3,50.17
2010-02-17,193.6,63.26,116.8,58.94,149.01,56.12,72.78,52.12,49.48
2010-02-18,193.96,63.94,118.17,59.12,147.56,57.09,72.52,51.44,49.25
2010-02-19,192.76,64.31,117.59,59.04,147.99,57.72,72.45,53.01,49.26
2010-02-22,191.56,63.36,117.28,58.62,148.49,58.07,71.56,54.03,48.46
2010-02-23,188.35,62.56,116.92,58.21,148.48,56.98,70.73,53.65,46.69
2010-02-24,191.79,62.82,117.96,58.76,150.02,57.62,68.99,53.75,49.06
2010-02-25,193.07,62.62,117.48,58.39,148.23,57.07,66.33,54.4,49.88
2010-02-26,195.58,62.79,117.57,58.26,148.48,57.33,65.83,54.16,50.93
2010-03-01,199.76,63.23,118.87,58.62,148.66,58.09,66.38,54.7,50.82
2010-03-02,199.62,63.67,117.81,58.7,150.76,58.49,66.88,55.01,52.25
2010-03-03,200.08,63.51,117.31,58.65,149.78,58.5,68.26,54.34,51.64
2010-03-04,201.4,63.47,117.16,58.62,155.37,59.5,69.1,55.2,51.92
2010-03-05,209.28,64.53,117.65,59.58,158.76,61.66,67.56,55.65,52.36
2010-03-08,209.4,64.82,116.87,59.59,161.29,61.04,67.11,54.59,53.06
2010-03-09,213.17,64.53,116.08,59.86,160.35,61.53,66.42,55.48,52.22
2010-03-10,214.91,64.23,116.14,60.25,163.29,63.55,66.26,55,52.18
2010-03-11,215.54,64.26,117.97,60.25,164.78,63.6,66.73,55.64,53.09
2010-03-12,216.59,64.02,118.29,59.88,166.15,63.39,67.42,55.32,53.28
2010-03-15,213.95,63.89,118.19,59.43,164.8,63,66.93,55.03,53.23
2010-03-16,214.53,64.25,118.96,59.67,167.32,62.38,67.17,54.46,53.27
2010-03-17,214.22,64.85,118.12,60.38,167.75,62.98,67.33,54.09,53.55
2010-03-18,214.72,64.93,118.69,60.41,168.52,64.33,67.12,55.96,52.68
2010-03-19,212.43,65.12,118.07,60.09,168.95,64.19,67.28,56.88,52.81
2010-03-22,214.82,64.66,118.32,60.03,167.29,65.27,67.72,58.15,52.8
2010-03-23,218.27,64.93,119.61,60.01,166.03,65.52,67.99,58.25,52.63
2010-03-24,219.24,64.2,118.83,59.61,165.63,65.65,68.13,57.85,54.04
2010-03-25,216.64,64.09,119.49,59.43,166.1,65.8,66.39,57.94,54.2
2010-03-26,220.7,64.64,119.51,59.64,164.17,65.89,66.25,57.56,53.5
2010-03-29,222.12,65.33,118.89,60.33,165.29,67.27,66.22,57.55,53.49
2010-03-30,225.43,65.39,119.05,60.1,162.75,66.74,66.54,57.37,53.57
2010-03-31,224.62,65.85,118.57,60.04,162.04,65.91,66.55,56.93,53.57
2010-04-01,225.54,66.6,118.57,60.6,161.65,66.25,66,57.53,54.18
2010-04-05,227.95,67.44,119.59,61.12,164.44,65.39,65.64,57.54,53.74
2010-04-06,228.96,67.63,119.2,60.86,164.2,65.68,65.04,57.55,53.7
2010-04-07,229.97,67.19,118.79,60.36,167.48,65.45,63.69,57.32,53.26
2010-04-08,229.35,67.44,117.98,60.83,170.46,65.61,64.41,56.85,52.83
2010-04-09,231.11,69.04,119.05,61.63,170.1,65.74,64.4,56.99,52.89
2010-04-12,231.58,69.85,118.68,61.59,168.89,65.28,64.54,57.01,52.61
2010-04-13,231.72,69.66,119.29,61.54,170.23,64.62,63.37,56.9,52.57
2010-04-14,234.83,69.98,121.35,61.5,175.61,65.08,61.48,55.96,54.14
2010-04-15,237.92,70.86,121.01,61.19,174.99,65.44,61.39,56.68,54.42
2010-04-16,236.47,70.13,120.77,60.89,152.61,64.26,60.55,56.34,52.9
2010-04-19,236.15,70.62,122.25,61.16,155.1,64.41,62.44,56.46,54.41
2010-04-20,233.78,71.26,119.91,61.82,151.93,64.82,62.56,56.19,54.29
2010-04-21,247.77,71.14,119.26,61.78,150.93,67.32,62.08,56.18,54.65
2010-04-22,254.7,70.52,119.39,61.45,151.04,68.61,61.32,55.08,57.27
2010-04-23,258.86,71.79,120.18,62.06,149.48,68.2,61.42,55.54,56.74
2010-04-26,257.59,71.73,120.87,62.11,144.38,67.48,60.89,54.98,57.91
2010-04-27,250.46,69.68,119.1,61.19,145.34,65.79,59.28,53.88,56.47
2010-04-28,250.04,70.01,120.28,62.02,149.11,65.69,59.06,52.94,55.97
2010-04-29,256.77,71.46,120.62,61.54,152.17,66.98,58.23,52.8,56.17
2010-04-30,249.55,70.73,119.27,60.75,137.89,65.75,58.99,53,55.8
2010-05-03,254.58,71.93,119.82,60.81,141.97,67.53,59.28,54.18,55.74
2010-05-04,247.25,70.14,118.45,59.58,141.93,66.07,57.5,53.27,54.59
2010-05-05,244.68,69.64,117.84,59.31,140.73,64.82,57.04,54.65,55.02
2010-05-06,235.37,67.04,115.16,57.27,135.16,62.06,55.07,53.07,54.46
2010-05-07,225.44,66.96,113.47,57.1,135.79,60.91,55.27,51.77,53.41
2010-05-10,242.77,69.38,117.34,58.47,136.59,64.82,55.34,53.58,56.43
2010-05-11,245.19,69.22,117.92,58.17,134.82,65.21,53.8,53.09,55.79
2010-05-12,250.51,69.53,123.3,58.58,139.79,66.53,53.16,53.12,55.79
2010-05-13,246.94,68.54,122.18,58.42,137.37,65.52,51.95,52.35,54.88
2010-05-14,242.61,67.59,121.91,57.4,136.02,63.74,51.08,51.43,53.45
2010-05-17,242.99,68.13,121.22,57.1,135.46,63.62,51.89,51.44,53.56
2010-05-18,241.21,67.36,120.76,56.66,130.45,61.83,50.75,49.97,52.23
2010-05-19,237.37,67.14,119.75,56.36,133.05,60.45,52.7,50.14,52.65
2010-05-20,227.25,64.51,115.05,54.44,129.25,57.52,50.49,49.33,51.35
2010-05-21,231.61,65.29,116.55,54.94,133.54,58.94,51.4,49.43,53.97
2010-05-24,235.86,64.37,115.65,54.32,129.81,57.66,50.45,50.41,54.74
2010-05-25,234.39,63.61,115.72,53.89,135.38,57.32,51.03,51.07,52.92
2010-05-26,233.32,62.72,114.52,53.52,133.24,57.76,49.26,49.17,52.47
2010-05-27,242.16,65.18,117.45,55.46,138,59.46,47.02,50.43,54.05
2010-05-28,245.53,64.75,116.4,54.56,137.34,58.6,47.58,49.64,53.66
2010-06-01,249.31,63.37,115.55,53.47,135.06,57.47,45.62,48.6,52.81
2010-06-02,252.29,64.98,118.4,54.84,137.88,58.74,47.12,49.15,54.72
2010-06-03,251.49,64.79,118.91,55.55,137.13,58.71,47.25,49.59,54.82
2010-06-04,244.65,62.48,116.42,53.72,135.43,55.83,45.85,48.27,52.64
2010-06-07,239.85,62.54,115.35,53.52,132.03,54.88,46.32,47.16,50.76
2010-06-08,238.31,62.25,114.97,55.27,131.17,55.71,47.15,46.42,50.71
2010-06-09,232.45,62.05,115.14,54.17,130.24,56.34,45.77,46.45,49.58
2010-06-10,239.44,65.01,118.65,55.85,127.35,58.33,47.39,47.66,51.64
2010-06-11,242.31,64.92,119.37,55.83,129.13,59.69,47.92,47.96,51.45
2010-06-14,243.04,65.02,119.41,55.38,127.04,59.18,46.76,48.24,52.26
2010-06-15,248.22,65.94,120.61,56.41,130.33,61.61,47.97,48.6,52.69
2010-06-16,255.44,65.7,121.13,56.41,130.49,61.2,47.45,49.2,52.84
2010-06-17,259.86,66.02,121.72,56.49,130.73,61.41,47.03,49.09,52.65
2010-06-18,261.96,66.2,120.95,56.94,131.55,62.05,47.13,48.18,52.25
2010-06-21,258.23,66.37,121.41,56.97,131.13,62.06,46.73,47.76,52.27
2010-06-22,261.75,64.87,120.16,55.9,128.33,60.51,46.38,47.12,51.73
2010-06-23,259,63.34,120.91,55.14,128.59,61.58,46.26,46.98,51.13
2010-06-24,257.11,62.09,119.13,54.21,128.51,61.56,45.84,47.07,49.36
2010-06-25,254.92,61.41,118.13,53.33,132.96,62.79,45.15,47.32,50.57
2010-06-28,256.45,61.32,119.86,52.77,130.11,61.44,44.71,46.45,50.49
2010-06-29,244.85,59.92,116.25,51.7,127.34,57.55,44.28,47.06,48.98
2010-06-30,240.42,59.48,114.75,51.5,124.97,57.29,43.23,47.07,47.89
2010-07-01,237.5,59.15,113.9,51.09,124.85,56.84,43.07,47.67,47.38
2010-07-02,236.03,59,113.24,51.05,124.79,56.55,43.53,47.73,46.76
2010-07-06,237.64,59.22,114.73,51.85,125.92,56.02,42.2,48.12,46.7
2010-07-07,247.24,60.88,118.02,52.73,129.32,57.79,44.52,48.34,47.31
2010-07-08,246.69,61.72,118.92,53.07,128.96,59.1,44.9,47.94,47.91
2010-07-09,248.15,62.97,118.91,53.05,131.44,59.03,48.18,49.08,47.15
2010-07-12,245.92,62.98,119.57,53.19,130.67,58.74,48.17,48.6,47.12
2010-07-13,240.67,64.19,121.25,53.62,133.52,58.82,49.09,49.2,47.34
2010-07-14,241.56,64.03,121.48,53.48,132.39,59.12,51.33,50.11,46.86
2010-07-15,240.34,64.02,121.48,53.49,138.26,58.77,52.72,50.46,47.01
2010-07-16,238.86,62.67,118.98,52.31,139.16,56.51,52.88,49.19,45.29
2010-07-19,234.73,63.11,120.61,52.73,138.69,57.68,52.49,49.37,45.5
2010-07-20,240.76,64.08,117.6,53.2,141.77,58.32,54.21,48.92,46.82
2010-07-21,243.01,63.26,116.41,52.5,139.94,57.68,54.17,48.88,46.47
2010-07-22,247.58,64.37,118.46,53.59,139.52,60.81,53.31,48.89,47.92
2010-07-23,248.45,64.44,119.3,53.89,140.31,62.02,54.92,44.71,48.75
2010-07-26,247.82,65.41,119.33,54.5,141.09,62.86,53.93,45.41,48.25
2010-07-27,252.41,66,119.53,54.88,140.17,62.65,53.97,45.37,48.29
2010-07-28,249.43,66.23,119.35,54.97,140.14,61.46,54.2,43.86,48.23
2010-07-29,246.71,66.64,118.97,54.45,145.26,61.37,54.49,42.71,48.62
2010-07-30,245.88,66.8,119.32,53.86,143.59,62.21,54.42,44.23,47.43
2010-08-02,250.28,68.2,121.51,55.9,145.41,63.63,56.08,45.64,48.67
2010-08-03,250.36,68.95,121.15,56.6,145.84,63.49,55.51,45.6,47.56
2010-08-04,251.36,69.27,121.99,56.6,148.91,63.61,55.91,45.07,47.32
2010-08-05,250.14,69.31,122.51,56.59,148.44,63.11,57.66,45.79,46.75
2010-08-06,248.6,69.01,121.54,55.92,147.74,63.1,57.02,45.3,46.18
2010-08-09,250.18,69.5,123.27,56.36,147.95,63.37,56.04,45.6,46.26
2010-08-10,247.95,69.28,123.12,55.89,146.52,63.03,55.34,46.25,44.89
2010-08-11,239.14,67.61,121.25,54.89,142.09,60.26,53.42,45.47,42.89
2010-08-12,240.66,67.56,119.82,54.74,142.25,59.43,53.8,45.98,42.42
2010-08-13,238.09,67.85,119.42,54.45,140.98,59.56,53.9,45.41,41.65
2010-08-16,236.7,68.12,119.32,54.43,140.67,59.15,54.29,45.69,41.93
2010-08-17,240.84,68.81,119.96,55.28,141.46,60.61,55.66,45.97,42.16
2010-08-18,241.89,68.16,120.84,54.67,142.04,60.62,55.49,46.11,41.82
2010-08-19,238.84,67.1,120.38,53.89,140,59.36,53.79,45.69,40.96
2010-08-20,238.61,66.4,119.07,53.53,141.13,59.34,54.32,45.69,40.43
2010-08-23,234.94,66.4,118.11,54.08,139.7,58.14,53.93,45.67,40.46
2010-08-24,229.33,65.28,116.64,53.57,137.05,55.97,52.62,45.41,40.62
2010-08-25,232.16,65.53,116.99,53.54,137.74,55.81,52.56,45.82,41.83
2010-08-26,229.66,64.88,114.66,53.15,135.01,56.32,52.03,45.35,42.68
2010-08-27,230.94,66.29,116.48,54.35,133.05,58.01,53.22,45.76,43.67
2010-08-30,231.79,65.28,115.24,53.63,130.43,57.04,52.6,45.61,42.36
2010-08-31,232.36,65.54,114.99,53.73,130.69,56.15,49.54,46,42.21
2010-09-01,239.27,67.92,117.46,55.36,133.37,57.22,50.8,46.45,43.6
2010-09-02,241.03,68.52,116.77,55.5,133.41,58.23,51.14,46.81,44.65
2010-09-03,247.34,69.01,119.15,55.73,140.58,59.37,52.49,47.06,45.1
2010-09-07,246.42,68.17,117.62,55.03,138.59,58.25,52.07,48.28,43.96
2010-09-08,251.3,68.35,117.75,55.22,140.82,59.25,52.31,49.36,44.55
2010-09-09,251.45,68.44,118.01,55.49,142.34,58.27,53.29,49.28,44.83
2010-09-10,251.77,69.74,119.53,55.63,143.54,58.64,53.85,49.21,45.26
2010-09-13,255.24,70.12,121.04,55.44,147.34,58.96,54.43,49.36,46.31
2010-09-14,256.22,70.35,120.33,55.45,145.58,57.65,54.56,49.62,46.02
2010-09-15,258.28,70.08,120.87,55.44,145.61,57.62,54.06,49.31,46.39
2010-09-16,264.35,69.94,121.1,55.42,145.29,57.48,53.89,48.48,45.8
2010-09-17,263.2,69.42,121.58,55.24,144.1,57.82,52.91,48.6,45.09
2010-09-20,270.72,70.69,123.08,55.94,144.98,58.53,52.26,49.58,46.46
2010-09-21,271.23,70.56,123.26,55.93,144.5,59,51.13,50.46,45.95
2010-09-22,275.04,70.12,123.81,55.85,141.32,58.69,51.02,49.93,45.51
2010-09-23,276.15,69.49,122.97,55.58,138.31,57.55,50.55,49.34,44.6
2010-09-24,279.4,70.89,125.24,56.13,140.57,59.34,52.11,49.78,46.07
2010-09-27,278.3,70.85,125.75,56.09,139.35,58.69,49.93,48.74,45.48
2010-09-28,274.19,71.56,125.97,56.41,138.4,59.26,45.87,48.72,45.2
2010-09-29,274.67,71.91,126.52,55.98,137.84,60.6,45.16,47.79,44.35
2010-09-30,271.21,71.71,125.27,56.16,137.99,61.12,45.1,47.94,44.5
2010-10-01,270.04,72.51,126.67,56.84,140.97,61.39,45.41,48.64,44.43
2010-10-04,266.33,71.94,126.31,56.53,139.89,60.93,44.95,48.3,44.41
2010-10-05,276.17,73.78,128.56,57.5,142.75,63.01,45.92,48.35,45.73
2010-10-06,276.41,74.22,128.73,58.12,143.97,62.99,46.04,48.33,45.66
2010-10-07,276.44,73.89,129.55,58.03,144.22,62.88,46.21,48.23,45.09
2010-10-08,281.08,74.27,129.67,58.52,145.7,63.59,48.14,48.24,44.83
2010-10-11,282.31,74.06,130.43,58.67,145.26,64.29,48.48,48.15,44.35
2010-10-12,285.35,74.18,130.61,58.81,148.14,64.5,49.45,48.67,45.14
2010-10-13,286.88,74.03,131.09,59.12,147.68,65.65,51.76,49.13,45.07
2010-10-14,288.95,74.23,132.15,59.35,144.68,65.55,51.22,49.03,45.27
2010-10-15,300.83,73.97,131.74,59.25,143.82,64.4,53.73,49.71,45.71
2010-10-18,303.95,74.74,133.39,60.24,146.7,64.51,53.73,49.32,47.99
2010-10-19,295.82,73.25,128.91,59.19,149.58,63.43,54.23,48.89,47.98
2010-10-20,296.81,74.34,129.88,60,152.33,65.55,54.7,48.62,47.98
2010-10-21,295.84,74.54,130.59,60.28,152.04,65.68,54.79,47.92,48.23
2010-10-22,293.88,74.81,130.44,60.3,150.57,65.45,54.08,47.66,48.47
2010-10-25,295.19,75.09,130.6,60.17,150.22,65.82,55.56,48.01,48.35
2010-10-26,294.44,75.34,131.37,60.47,151.08,65.49,55.81,47.91,47.93
2010-10-27,294.23,74.59,132.08,59.69,152.85,65.09,57.02,47.23,48.26
2010-10-28,291.75,74.71,131.59,60.19,155.8,65.46,55.54,47.53,49.45
2010-10-29,287.68,73.08,134.11,60.43,153.79,64.89,56.23,47.15,49.49
2010-11-01,290.74,72.06,133.85,60.85,154.21,64.74,55.75,46.57,49.04
2010-11-02,295.69,72.68,134.33,61.66,155.4,64.1,55.94,46.29,49.37
2010-11-03,298.98,73.17,134.64,61.78,155.22,63.71,56.34,46.71,49.48
2010-11-04,304.21,75.33,137.09,63.06,158.81,65.47,59.45,46.18,50.77
2010-11-05,303.12,75.19,137.21,63.62,163.27,65.86,58.93,46.14,50.41
2010-11-08,304.54,75.03,137.39,63.91,161.49,64.88,58.96,46.4,50.55
2010-11-09,302.11,73.93,137.09,64.6,158.96,63.99,59.4,46.35,50.1
2010-11-10,303.98,75.35,137.47,65.06,159.6,61.98,59.26,46.12,50.35
2010-11-11,302.66,76.17,136.42,65.7,160.07,60.41,60.24,46.44,50.09
2010-11-12,294.42,75.59,134.83,64.93,158.27,58.3,58.81,46.3,49.42
2010-11-15,293.47,75.08,134.74,64.46,159.6,58.78,57.53,46.48,49.48
